nama_kategori,nama_produk,tgl_transaksi,nama_cabang,nilai_jual,jumlah_unit
Makanan & Minuman,snack gurih 1 ons,1/12/2008 0:00,PHI Mini Market - Surabaya 01," 516,780 ", 99 
Makanan & Minuman,kacang goreng 1 kg,1/12/2008 0:00,PHI Mini Market - Surabaya 01," 1,594,600 ", 134 
Makanan & Minuman,kacang mete 1 kg,1/12/2008 0:00,PHI Mini Market - Surabaya 01," 1,963,640 ", 28 
Makanan & Minuman,markisa 600 ml,1/12/2008 0:00,PHI Mini Market - Surabaya 01," 1,227,570 ", 87 
Makanan & Minuman,bumbu fried chicken,1/12/2008 0:00,PHI Mini Market - Surabaya 01," 1,460,820 ", 97 
Makanan & Minuman,susu kotak 1 l,1/12/2008 0:00,PHI Mini Market - Surabaya 01," 856,560 ", 86 
Makanan & Minuman,minuman probiotik,1/12/2008 0:00,PHI Mini Market - Surabaya 01," 30,940 ", 34 
Buah,jeruk 1 kg,1/12/2008 0:00,PHI Mini Market - Surabaya 01," 1,872,300 ", 158 
Buah,apel 1 kg,1/12/2008 0:00,PHI Mini Market - Surabaya 01," 594,908,160 "," 10,752 "
Buah,alpukat 1 kg,1/12/2008 0:00,PHI Mini Market - Surabaya 01," 665,280 ", 112 
Buah,belimbing 1 kg,1/12/2008 0:00,PHI Mini Market - Surabaya 01," 281,400 ", 70 
Buah,durian 1 kg,1/12/2008 0:00,PHI Mini Market - Surabaya 01," 1,730,880 ", 96 
Buah,kelapa muda,1/12/2008 0:00,PHI Mini Market - Surabaya 01," 461,370 ", 91 
Buah,mangga 1 kg,1/12/2008 0:00,PHI Mini Market - Surabaya 01," 947,330 ", 61 
Buah,Manggis 1 kg,1/12/2008 0:00,PHI Mini Market - Surabaya 01," 2,378,880 ", 118 
Buah,nenas 1 kg,1/12/2008 0:00,PHI Mini Market - Surabaya 01," 538,200 ", 90 
Buah,nangka 1 kg,1/12/2008 0:00,PHI Mini Market - Surabaya 01," 257,986,560 "," 8,704 "
Buah,pepaya 1 buah,1/12/2008 0:00,PHI Mini Market - Surabaya 01," 732,600 ", 148 
Buah,pisang 1 sisir,1/12/2008 0:00,PHI Mini Market - Surabaya 01," 991,020 ", 166 
Buah,rambutan 1 kg,1/12/2008 0:00,PHI Mini Market - Surabaya 01," 869,000 ", 158 
Buah,salak 1 kg,1/12/2008 0:00,PHI Mini Market - Surabaya 01," 1,678,320 ", 111 
Buah,semangka 1 buah,1/12/2008 0:00,PHI Mini Market - Surabaya 01," 1,310,980 ", 101 
Sayur-Sayuran,Bawang Merah / Onion 1kg,1/13/2008 0:00,PHI Mini Market - Makassar 01," 913,000 ", 83 
Sayur-Sayuran,buncis 1 kg,1/13/2008 0:00,PHI Mini Market - Makassar 01," 1,047,200 ", 170 
Sayur-Sayuran,kacang panjang 1 kg,1/13/2008 0:00,PHI Mini Market - Makassar 01," 456,000 ", 57 
Sayur-Sayuran,kacang hijau 1 kg,1/13/2008 0:00,PHI Mini Market - Makassar 01," 591,790 ", 83 
Sayur-Sayuran,kentang 1 kg,1/13/2008 0:00,PHI Mini Market - Makassar 01," 61,537,280 "," 7,616 "
Sayur-Sayuran,ketimun 1 kg,1/13/2008 0:00,PHI Mini Market - Makassar 01," 442,560 ", 96 
Sayur-Sayuran,kobis 1 kg,1/13/2008 0:00,PHI Mini Market - Makassar 01," 111,180 ", 102 
Sayur-Sayuran,tomat 1 kg,1/13/2008 0:00,PHI Mini Market - Makassar 01," 216,660 ", 46 
Sayur-Sayuran,ubi kayu basah 1 kg,1/13/2008 0:00,PHI Mini Market - Makassar 01," 84,700 ", 77 
Sayur-Sayuran,ubi jalar 1 kg,1/13/2008 0:00,PHI Mini Market - Makassar 01," 76,860 ", 63 
Sayur-Sayuran,wortel 1 kg,1/13/2008 0:00,PHI Mini Market - Makassar 01," 214,110 ", 61 
Makanan & Minuman,susu kotak (800 ml),1/13/2008 0:00,PHI Mini Market - Makassar 01," 2,037,840 ", 168 
Makanan & Minuman,telur ayam ras 1 kg,1/13/2008 0:00,PHI Mini Market - Makassar 01," 1,192,500 ", 106 
Makanan & Minuman,telur ayam kampung 1 kg,1/13/2008 0:00,PHI Mini Market - Makassar 01," 1,908,000 ", 100 
Makanan & Minuman,mie instant 1 kotak (40 bungkus),1/13/2008 0:00,PHI Mini Market - Makassar 01," 10,783,650 ", 111 
Makanan & Minuman,air mineral 600 ml,1/13/2008 0:00,PHI Mini Market - Makassar 01," 85,910 ", 71 
Makanan & Minuman,jus kesehatan 600 ml,1/13/2008 0:00,PHI Mini Market - Makassar 01," 807,300 ", 90 
Makanan & Minuman,nasi goreng instant (1 ons),1/13/2008 0:00,PHI Mini Market - Makassar 01," 612,850 ", 103 
Makanan & Minuman,snack gurih 1 ons,1/13/2008 0:00,PHI Mini Market - Makassar 01," 800,190 ", 153 
Makanan & Minuman,kacang goreng 1 kg,1/13/2008 0:00,PHI Mini Market - Makassar 01," 1,869,660 ", 153 
Makanan & Minuman,kacang mete 1 kg,1/13/2008 0:00,PHI Mini Market - Makassar 01," 6,658,960 ", 94 
Makanan & Minuman,markisa 600 ml,1/13/2008 0:00,PHI Mini Market - Makassar 01," 331,920 ", 24 
Makanan & Minuman,bumbu fried chicken,1/13/2008 0:00,PHI Mini Market - Makassar 01," 1,457,280 ", 96 
Makanan & Minuman,susu kotak 1 l,1/13/2008 0:00,PHI Mini Market - Makassar 01," 1,851,300 ", 187 
Makanan & Minuman,minuman probiotik,1/13/2008 0:00,PHI Mini Market - Makassar 01," 81,000 ", 90 
Buah,jeruk 1 kg,1/13/2008 0:00,PHI Mini Market - Makassar 01," 930,540 ", 78 
Buah,apel 1 kg,1/13/2008 0:00,PHI Mini Market - Makassar 01," 1,271,029,760 "," 23,296 "
Buah,alpukat 1 kg,1/13/2008 0:00,PHI Mini Market - Makassar 01," 330,550 ", 55 
Buah,belimbing 1 kg,1/13/2008 0:00,PHI Mini Market - Makassar 01," 477,190 ", 119 
Buah,durian 1 kg,1/13/2008 0:00,PHI Mini Market - Makassar 01," 1,836,000 ", 100 
Buah,kelapa muda,1/13/2008 0:00,PHI Mini Market - Makassar 01," 318,780 ", 63 
Buah,mangga 1 kg,1/13/2008 0:00,PHI Mini Market - Makassar 01," 1,888,050 ", 123 
Buah,Manggis 1 kg,1/13/2008 0:00,PHI Mini Market - Makassar 01," 2,620,000 ", 131 
Buah,nenas 1 kg,1/13/2008 0:00,PHI Mini Market - Makassar 01," 449,920 ", 74 
Buah,nangka 1 kg,1/13/2008 0:00,PHI Mini Market - Makassar 01," 374,714,880 "," 12,416 "
Buah,pepaya 1 buah,1/13/2008 0:00,PHI Mini Market - Makassar 01," 612,440 ", 122 
Buah,pisang 1 sisir,1/13/2008 0:00,PHI Mini Market - Makassar 01," 555,100 ", 91 
Buah,rambutan 1 kg,1/13/2008 0:00,PHI Mini Market - Makassar 01," 655,200 ", 120 
Buah,salak 1 kg,1/13/2008 0:00,PHI Mini Market - Makassar 01," 1,290,000 ", 86 
Buah,semangka 1 buah,1/13/2008 0:00,PHI Mini Market - Makassar 01," 1,017,900 ", 78 
Sayur-Sayuran,Bawang Merah / Onion 1kg,1/13/2008 0:00,PHI Mini Market - Jakarta Pusat 01," 1,432,600 ", 130 
Sayur-Sayuran,buncis 1 kg,1/13/2008 0:00,PHI Mini Market - Jakarta Pusat 01," 924,000 ", 150 
Sayur-Sayuran,kacang panjang 1 kg,1/13/2008 0:00,PHI Mini Market - Jakarta Pusat 01," 1,273,480 ", 158 
Sayur-Sayuran,kacang hijau 1 kg,1/13/2008 0:00,PHI Mini Market - Jakarta Pusat 01," 385,000 ", 55 
Sayur-Sayuran,kentang 1 kg,1/13/2008 0:00,PHI Mini Market - Jakarta Pusat 01," 65,781,760 "," 8,192 "
Sayur-Sayuran,ketimun 1 kg,1/13/2008 0:00,PHI Mini Market - Jakarta Pusat 01," 626,960 ", 136 
Sayur-Sayuran,kobis 1 kg,1/13/2008 0:00,PHI Mini Market - Jakarta Pusat 01," 66,340 ", 62 
Sayur-Sayuran,tomat 1 kg,1/13/2008 0:00,PHI Mini Market - Jakarta Pusat 01," 361,760 ", 76 
Sayur-Sayuran,ubi kayu basah 1 kg,1/13/2008 0:00,PHI Mini Market - Jakarta Pusat 01," 136,640 ", 122 
Sayur-Sayuran,ubi jalar 1 kg,1/13/2008 0:00,PHI Mini Market - Jakarta Pusat 01," 104,060 ", 86 
Sayur-Sayuran,wortel 1 kg,1/13/2008 0:00,PHI Mini Market - Jakarta Pusat 01," 268,280 ", 76 
Makanan & Minuman,susu kotak (800 ml),1/13/2008 0:00,PHI Mini Market - Jakarta Pusat 01," 1,416,870 ", 117 
Makanan & Minuman,telur ayam ras 1 kg,1/13/2008 0:00,PHI Mini Market - Jakarta Pusat 01," 898,400 ", 80 
Makanan & Minuman,telur ayam kampung 1 kg,1/13/2008 0:00,PHI Mini Market - Jakarta Pusat 01," 2,163,150 ", 115 
Makanan & Minuman,mie instant 1 kotak (40 bungkus),1/13/2008 0:00,PHI Mini Market - Jakarta Pusat 01," 14,167,860 ", 147 
Makanan & Minuman,air mineral 600 ml,1/13/2008 0:00,PHI Mini Market - Jakarta Pusat 01," 125,660 ", 103 
Makanan & Minuman,jus kesehatan 600 ml,1/13/2008 0:00,PHI Mini Market - Jakarta Pusat 01," 576,640 ", 64 
Makanan & Minuman,nasi goreng instant (1 ons),1/13/2008 0:00,PHI Mini Market - Jakarta Pusat 01," 1,003,860 ", 169 
Makanan & Minuman,snack gurih 1 ons,1/13/2008 0:00,PHI Mini Market - Jakarta Pusat 01," 425,250 ", 81 
Makanan & Minuman,kacang goreng 1 kg,1/13/2008 0:00,PHI Mini Market - Jakarta Pusat 01," 1,846,710 ", 153 
Makanan & Minuman,kacang mete 1 kg,1/13/2008 0:00,PHI Mini Market - Jakarta Pusat 01," 7,878,780 ", 111 
Makanan & Minuman,markisa 600 ml,1/13/2008 0:00,PHI Mini Market - Jakarta Pusat 01," 1,943,200 ", 140 
Makanan & Minuman,bumbu fried chicken,1/13/2008 0:00,PHI Mini Market - Jakarta Pusat 01," 1,079,910 ", 71 
Makanan & Minuman,susu kotak 1 l,1/13/2008 0:00,PHI Mini Market - Jakarta Pusat 01," 1,155,360 ", 116 
Makanan & Minuman,minuman probiotik,1/13/2008 0:00,PHI Mini Market - Jakarta Pusat 01," 54,600 ", 60 
Buah,jeruk 1 kg,1/13/2008 0:00,PHI Mini Market - Jakarta Pusat 01," 1,313,130 ", 111 
Buah,apel 1 kg,1/13/2008 0:00,PHI Mini Market - Jakarta Pusat 01," 366,080,000 "," 6,656 "
Buah,alpukat 1 kg,1/13/2008 0:00,PHI Mini Market - Jakarta Pusat 01," 456,000 ", 75 
Buah,belimbing 1 kg,1/13/2008 0:00,PHI Mini Market - Jakarta Pusat 01," 301,500 ", 75 
Buah,durian 1 kg,1/13/2008 0:00,PHI Mini Market - Jakarta Pusat 01," 1,393,080 ", 76 
Buah,kelapa muda,1/13/2008 0:00,PHI Mini Market - Jakarta Pusat 01," 571,140 ", 114 
Buah,mangga 1 kg,1/13/2008 0:00,PHI Mini Market - Jakarta Pusat 01," 1,516,060 ", 98 
Buah,Manggis 1 kg,1/13/2008 0:00,PHI Mini Market - Jakarta Pusat 01," 2,000,000 ", 100 
Buah,nenas 1 kg,1/13/2008 0:00,PHI Mini Market - Jakarta Pusat 01," 703,170 ", 117 
Buah,nangka 1 kg,1/13/2008 0:00,PHI Mini Market - Jakarta Pusat 01," 103,388,160 "," 3,392 "
Buah,pepaya 1 buah,1/13/2008 0:00,PHI Mini Market - Jakarta Pusat 01," 546,090 ", 109 
Buah,pisang 1 sisir,1/13/2008 0:00,PHI Mini Market - Jakarta Pusat 01," 349,160 ", 58 
Buah,rambutan 1 kg,1/13/2008 0:00,PHI Mini Market - Jakarta Pusat 01," 826,880 ", 152 
Buah,salak 1 kg,1/13/2008 0:00,PHI Mini Market - Jakarta Pusat 01," 2,505,000 ", 167 
Buah,semangka 1 buah,1/13/2008 0:00,PHI Mini Market - Jakarta Pusat 01," 1,303,000 ", 100 
Sayur-Sayuran,Bawang Merah / Onion 1kg,1/13/2008 0:00,PHI Mini Market - Surabaya 01," 898,290 ", 81 
Sayur-Sayuran,buncis 1 kg,1/13/2008 0:00,PHI Mini Market - Surabaya 01," 378,820 ", 62 
Sayur-Sayuran,kacang panjang 1 kg,1/13/2008 0:00,PHI Mini Market - Surabaya 01," 676,200 ", 84 
Sayur-Sayuran,kacang hijau 1 kg,1/13/2008 0:00,PHI Mini Market - Surabaya 01," 541,310 ", 77 
Sayur-Sayuran,kentang 1 kg,1/13/2008 0:00,PHI Mini Market - Surabaya 01," 22,071,040 "," 2,752 "
Sayur-Sayuran,ketimun 1 kg,1/13/2008 0:00,PHI Mini Market - Surabaya 01," 430,560 ", 92 
Sayur-Sayuran,kobis 1 kg,1/13/2008 0:00,PHI Mini Market - Surabaya 01," 61,040 ", 56 
Sayur-Sayuran,tomat 1 kg,1/13/2008 0:00,PHI Mini Market - Surabaya 01," 397,320 ", 84 
Sayur-Sayuran,ubi kayu basah 1 kg,1/13/2008 0:00,PHI Mini Market - Surabaya 01," 69,440 ", 62 
Sayur-Sayuran,ubi jalar 1 kg,1/13/2008 0:00,PHI Mini Market - Surabaya 01," 98,010 ", 81 
Sayur-Sayuran,wortel 1 kg,1/13/2008 0:00,PHI Mini Market - Surabaya 01," 475,200 ", 135 
Makanan & Minuman,susu kotak (800 ml),1/13/2008 0:00,PHI Mini Market - Surabaya 01," 1,483,520 ", 122 
Makanan & Minuman,telur ayam ras 1 kg,1/13/2008 0:00,PHI Mini Market - Surabaya 01," 1,177,290 ", 103 
Makanan & Minuman,telur ayam kampung 1 kg,1/13/2008 0:00,PHI Mini Market - Surabaya 01," 2,233,740 ", 118 
Makanan & Minuman,mie instant 1 kotak (40 bungkus),1/13/2008 0:00,PHI Mini Market - Surabaya 01," 4,433,480 ", 46 
Makanan & Minuman,air mineral 600 ml,1/13/2008 0:00,PHI Mini Market - Surabaya 01," 154,880 ", 128 
Makanan & Minuman,jus kesehatan 600 ml,1/13/2008 0:00,PHI Mini Market - Surabaya 01," 826,280 ", 91 
Makanan & Minuman,nasi goreng instant (1 ons),1/13/2008 0:00,PHI Mini Market - Surabaya 01," 607,010 ", 101 
Makanan & Minuman,snack gurih 1 ons,1/13/2008 0:00,PHI Mini Market - Surabaya 01," 805,600 ", 152 
Makanan & Minuman,kacang goreng 1 kg,1/13/2008 0:00,PHI Mini Market - Surabaya 01," 993,840 ", 82 
Makanan & Minuman,kacang mete 1 kg,1/13/2008 0:00,PHI Mini Market - Surabaya 01," 6,057,950 ", 85 
Makanan & Minuman,markisa 600 ml,1/13/2008 0:00,PHI Mini Market - Surabaya 01," 1,887,680 ", 136 
Makanan & Minuman,bumbu fried chicken,1/13/2008 0:00,PHI Mini Market - Surabaya 01," 1,939,200 ", 128 
Makanan & Minuman,susu kotak 1 l,1/13/2008 0:00,PHI Mini Market - Surabaya 01," 828,340 ", 83 
Makanan & Minuman,minuman probiotik,1/13/2008 0:00,PHI Mini Market - Surabaya 01," 118,300 ", 130 
Buah,jeruk 1 kg,1/13/2008 0:00,PHI Mini Market - Surabaya 01," 1,118,790 ", 93 
Buah,apel 1 kg,1/13/2008 0:00,PHI Mini Market - Surabaya 01," 1,075,486,720 "," 19,712 "
Buah,alpukat 1 kg,1/13/2008 0:00,PHI Mini Market - Surabaya 01," 573,400 ", 94 
Buah,belimbing 1 kg,1/13/2008 0:00,PHI Mini Market - Surabaya 01," 715,080 ", 177 
Buah,durian 1 kg,1/13/2008 0:00,PHI Mini Market - Surabaya 01," 2,721,000 ", 150 
Buah,kelapa muda,1/13/2008 0:00,PHI Mini Market - Surabaya 01," 295,000 ", 59 
Buah,mangga 1 kg,1/13/2008 0:00,PHI Mini Market - Surabaya 01," 1,700,520 ", 111 
Buah,Manggis 1 kg,1/13/2008 0:00,PHI Mini Market - Surabaya 01," 1,073,520 ", 54 
Buah,nenas 1 kg,1/13/2008 0:00,PHI Mini Market - Surabaya 01," 624,180 ", 103 
Buah,nangka 1 kg,1/13/2008 0:00,PHI Mini Market - Surabaya 01," 205,440,000 "," 6,848 "
Buah,pepaya 1 buah,1/13/2008 0:00,PHI Mini Market - Surabaya 01," 536,070 ", 107 
Buah,pisang 1 sisir,1/13/2008 0:00,PHI Mini Market - Surabaya 01," 600,000 ", 100 
Buah,rambutan 1 kg,1/13/2008 0:00,PHI Mini Market - Surabaya 01," 556,510 ", 101 
Buah,salak 1 kg,1/13/2008 0:00,PHI Mini Market - Surabaya 01," 1,716,840 ", 114 
Buah,semangka 1 buah,1/13/2008 0:00,PHI Mini Market - Surabaya 01," 1,671,320 ", 127 
Sayur-Sayuran,Bawang Merah / Onion 1kg,1/14/2008 0:00,PHI Mini Market - Makassar 01," 1,238,720 ", 112 
Sayur-Sayuran,buncis 1 kg,1/14/2008 0:00,PHI Mini Market - Makassar 01," 360,760 ", 58 
Sayur-Sayuran,kacang panjang 1 kg,1/14/2008 0:00,PHI Mini Market - Makassar 01," 892,700 ", 113 
Sayur-Sayuran,kacang hijau 1 kg,1/14/2008 0:00,PHI Mini Market - Makassar 01," 718,000 ", 100 
Sayur-Sayuran,kentang 1 kg,1/14/2008 0:00,PHI Mini Market - Makassar 01," 50,688,000 "," 6,336 "
Sayur-Sayuran,ketimun 1 kg,1/14/2008 0:00,PHI Mini Market - Makassar 01," 211,600 ", 46 
Sayur-Sayuran,kobis 1 kg,1/14/2008 0:00,PHI Mini Market - Makassar 01," 50,290 ", 47 
Sayur-Sayuran,tomat 1 kg,1/14/2008 0:00,PHI Mini Market - Makassar 01," 521,700 ", 111 
Sayur-Sayuran,ubi kayu basah 1 kg,1/14/2008 0:00,PHI Mini Market - Makassar 01," 123,170 ", 113 
Sayur-Sayuran,ubi jalar 1 kg,1/14/2008 0:00,PHI Mini Market - Makassar 01," 67,200 ", 56 
Sayur-Sayuran,wortel 1 kg,1/14/2008 0:00,PHI Mini Market - Makassar 01," 369,200 ", 104 
Makanan & Minuman,susu kotak (800 ml),1/14/2008 0:00,PHI Mini Market - Makassar 01," 1,732,400 ", 142 
Makanan & Minuman,telur ayam ras 1 kg,1/14/2008 0:00,PHI Mini Market - Makassar 01," 815,080 ", 71 
Makanan & Minuman,telur ayam kampung 1 kg,1/14/2008 0:00,PHI Mini Market - Makassar 01," 1,125,720 ", 59 
Makanan & Minuman,mie instant 1 kotak (40 bungkus),1/14/2008 0:00,PHI Mini Market - Makassar 01," 4,398,520 ", 46 
Makanan & Minuman,air mineral 600 ml,1/14/2008 0:00,PHI Mini Market - Makassar 01," 79,860 ", 66 
Makanan & Minuman,jus kesehatan 600 ml,1/14/2008 0:00,PHI Mini Market - Makassar 01," 1,132,500 ", 125 
Makanan & Minuman,nasi goreng instant (1 ons),1/14/2008 0:00,PHI Mini Market - Makassar 01," 674,240 ", 112 
Makanan & Minuman,snack gurih 1 ons,1/14/2008 0:00,PHI Mini Market - Makassar 01," 339,300 ", 65 
Makanan & Minuman,kacang goreng 1 kg,1/14/2008 0:00,PHI Mini Market - Makassar 01," 1,824,000 ", 152 
Makanan & Minuman,kacang mete 1 kg,1/14/2008 0:00,PHI Mini Market - Makassar 01," 13,912,080 ", 196 
Makanan & Minuman,markisa 600 ml,1/14/2008 0:00,PHI Mini Market - Makassar 01," 3,090,780 ", 223 
Makanan & Minuman,bumbu fried chicken,1/14/2008 0:00,PHI Mini Market - Makassar 01," 1,646,700 ", 110 
Makanan & Minuman,susu kotak 1 l,1/14/2008 0:00,PHI Mini Market - Makassar 01," 643,500 ", 65 
Makanan & Minuman,minuman probiotik,1/14/2008 0:00,PHI Mini Market - Makassar 01," 37,800 ", 42 
Buah,jeruk 1 kg,1/14/2008 0:00,PHI Mini Market - Makassar 01," 1,284,720 ", 106 
Buah,apel 1 kg,1/14/2008 0:00,PHI Mini Market - Makassar 01," 1,298,964,480 "," 23,808 "
Buah,alpukat 1 kg,1/14/2008 0:00,PHI Mini Market - Makassar 01," 489,240 ", 81 
Buah,belimbing 1 kg,1/14/2008 0:00,PHI Mini Market - Makassar 01," 365,240 ", 92 
Buah,durian 1 kg,1/14/2008 0:00,PHI Mini Market - Makassar 01," 1,538,880 ", 84 
Buah,kelapa muda,1/14/2008 0:00,PHI Mini Market - Makassar 01," 731,460 ", 146 
Buah,mangga 1 kg,1/14/2008 0:00,PHI Mini Market - Makassar 01," 1,843,160 ", 118 
Buah,Manggis 1 kg,1/14/2008 0:00,PHI Mini Market - Makassar 01," 2,075,840 ", 104 
Buah,nenas 1 kg,1/14/2008 0:00,PHI Mini Market - Makassar 01," 883,300 ", 146 
Buah,nangka 1 kg,1/14/2008 0:00,PHI Mini Market - Makassar 01," 53,867,520 "," 1,792 "
Buah,pepaya 1 buah,1/14/2008 0:00,PHI Mini Market - Makassar 01," 643,840 ", 128 
Buah,pisang 1 sisir,1/14/2008 0:00,PHI Mini Market - Makassar 01," 828,000 ", 138 
Buah,rambutan 1 kg,1/14/2008 0:00,PHI Mini Market - Makassar 01," 1,012,000 ", 184 
Buah,salak 1 kg,1/14/2008 0:00,PHI Mini Market - Makassar 01," 1,613,520 ", 108 
Buah,semangka 1 buah,1/14/2008 0:00,PHI Mini Market - Makassar 01," 884,000 ", 68 
Sayur-Sayuran,Bawang Merah / Onion 1kg,1/14/2008 0:00,PHI Mini Market - Jakarta Pusat 01," 787,390 ", 71 
Sayur-Sayuran,buncis 1 kg,1/14/2008 0:00,PHI Mini Market - Jakarta Pusat 01," 750,200 ", 121 
Sayur-Sayuran,kacang panjang 1 kg,1/14/2008 0:00,PHI Mini Market - Jakarta Pusat 01," 481,290 ", 61 
Sayur-Sayuran,kacang hijau 1 kg,1/14/2008 0:00,PHI Mini Market - Jakarta Pusat 01," 942,480 ", 132 
Sayur-Sayuran,kentang 1 kg,1/14/2008 0:00,PHI Mini Market - Jakarta Pusat 01," 38,814,720 "," 4,864 "
Sayur-Sayuran,ketimun 1 kg,1/14/2008 0:00,PHI Mini Market - Jakarta Pusat 01," 265,060 ", 58 
Sayur-Sayuran,kobis 1 kg,1/14/2008 0:00,PHI Mini Market - Jakarta Pusat 01," 79,500 ", 75 
Sayur-Sayuran,tomat 1 kg,1/14/2008 0:00,PHI Mini Market - Jakarta Pusat 01," 283,800 ", 60 
Sayur-Sayuran,ubi kayu basah 1 kg,1/14/2008 0:00,PHI Mini Market - Jakarta Pusat 01," 50,140 ", 46 
Sayur-Sayuran,ubi jalar 1 kg,1/14/2008 0:00,PHI Mini Market - Jakarta Pusat 01," 135,600 ", 113 
Sayur-Sayuran,wortel 1 kg,1/14/2008 0:00,PHI Mini Market - Jakarta Pusat 01," 292,160 ", 83 
Makanan & Minuman,susu kotak (800 ml),1/14/2008 0:00,PHI Mini Market - Jakarta Pusat 01," 1,254,600 ", 102 
Makanan & Minuman,telur ayam ras 1 kg,1/14/2008 0:00,PHI Mini Market - Jakarta Pusat 01," 1,198,050 ", 105 
Makanan & Minuman,telur ayam kampung 1 kg,1/14/2008 0:00,PHI Mini Market - Jakarta Pusat 01," 2,508,000 ", 132 
Makanan & Minuman,mie instant 1 kotak (40 bungkus),1/14/2008 0:00,PHI Mini Market - Jakarta Pusat 01," 12,570,360 ", 132 
Makanan & Minuman,air mineral 600 ml,1/14/2008 0:00,PHI Mini Market - Jakarta Pusat 01," 181,500 ", 150 
Makanan & Minuman,jus kesehatan 600 ml,1/14/2008 0:00,PHI Mini Market - Jakarta Pusat 01," 523,160 ", 58 
Makanan & Minuman,nasi goreng instant (1 ons),1/14/2008 0:00,PHI Mini Market - Jakarta Pusat 01," 322,380 ", 54 
Makanan & Minuman,snack gurih 1 ons,1/14/2008 0:00,PHI Mini Market - Jakarta Pusat 01," 819,000 ", 156 
Makanan & Minuman,kacang goreng 1 kg,1/14/2008 0:00,PHI Mini Market - Jakarta Pusat 01," 545,100 ", 46 
Makanan & Minuman,kacang mete 1 kg,1/14/2008 0:00,PHI Mini Market - Jakarta Pusat 01," 6,258,560 ", 88 
Makanan & Minuman,markisa 600 ml,1/14/2008 0:00,PHI Mini Market - Jakarta Pusat 01," 1,618,110 ", 117 
Makanan & Minuman,bumbu fried chicken,1/14/2008 0:00,PHI Mini Market - Jakarta Pusat 01," 2,211,120 ", 148 
Makanan & Minuman,susu kotak 1 l,1/14/2008 0:00,PHI Mini Market - Jakarta Pusat 01," 1,064,880 ", 108 
Makanan & Minuman,minuman probiotik,1/14/2008 0:00,PHI Mini Market - Jakarta Pusat 01," 144,000 ", 160 
Buah,jeruk 1 kg,1/14/2008 0:00,PHI Mini Market - Jakarta Pusat 01," 1,401,850 ", 115 
Buah,apel 1 kg,1/14/2008 0:00,PHI Mini Market - Jakarta Pusat 01," 508,780,800 "," 9,344 "
Buah,alpukat 1 kg,1/14/2008 0:00,PHI Mini Market - Jakarta Pusat 01," 659,340 ", 111 
Buah,belimbing 1 kg,1/14/2008 0:00,PHI Mini Market - Jakarta Pusat 01," 144,000 ", 36 
Buah,durian 1 kg,1/14/2008 0:00,PHI Mini Market - Jakarta Pusat 01," 1,850,320 ", 101 
Buah,kelapa muda,1/14/2008 0:00,PHI Mini Market - Jakarta Pusat 01," 435,000 ", 87 
Buah,mangga 1 kg,1/14/2008 0:00,PHI Mini Market - Jakarta Pusat 01," 572,390 ", 37 
Buah,Manggis 1 kg,1/14/2008 0:00,PHI Mini Market - Jakarta Pusat 01," 3,892,720 ", 197 
Buah,nenas 1 kg,1/14/2008 0:00,PHI Mini Market - Jakarta Pusat 01," 647,460 ", 109 
Buah,nangka 1 kg,1/14/2008 0:00,PHI Mini Market - Jakarta Pusat 01," 196,177,920 "," 6,592 "
Buah,pepaya 1 buah,1/14/2008 0:00,PHI Mini Market - Jakarta Pusat 01," 385,770 ", 77 
Buah,pisang 1 sisir,1/14/2008 0:00,PHI Mini Market - Jakarta Pusat 01," 658,900 ", 110 
Buah,rambutan 1 kg,1/14/2008 0:00,PHI Mini Market - Jakarta Pusat 01," 156,800 ", 28 
Buah,salak 1 kg,1/14/2008 0:00,PHI Mini Market - Jakarta Pusat 01," 1,965,000 ", 131 
Buah,semangka 1 buah,1/14/2008 0:00,PHI Mini Market - Jakarta Pusat 01," 790,800 ", 60 
Sayur-Sayuran,Bawang Merah / Onion 1kg,1/14/2008 0:00,PHI Mini Market - Surabaya 01," 895,860 ", 81 
Sayur-Sayuran,buncis 1 kg,1/14/2008 0:00,PHI Mini Market - Surabaya 01," 364,030 ", 59 
Sayur-Sayuran,kacang panjang 1 kg,1/14/2008 0:00,PHI Mini Market - Surabaya 01," 442,400 ", 56 
Sayur-Sayuran,kacang hijau 1 kg,1/14/2008 0:00,PHI Mini Market - Surabaya 01," 476,370 ", 67 
Sayur-Sayuran,kentang 1 kg,1/14/2008 0:00,PHI Mini Market - Surabaya 01," 77,552,640 "," 9,792 "
Sayur-Sayuran,ketimun 1 kg,1/14/2008 0:00,PHI Mini Market - Surabaya 01," 511,840 ", 112 
Sayur-Sayuran,kobis 1 kg,1/14/2008 0:00,PHI Mini Market - Surabaya 01," 79,500 ", 75 
Sayur-Sayuran,tomat 1 kg,1/14/2008 0:00,PHI Mini Market - Surabaya 01," 442,740 ", 94 
Sayur-Sayuran,ubi kayu basah 1 kg,1/14/2008 0:00,PHI Mini Market - Surabaya 01," 173,160 ", 156 
Sayur-Sayuran,ubi jalar 1 kg,1/14/2008 0:00,PHI Mini Market - Surabaya 01," 43,660 ", 37 
Sayur-Sayuran,wortel 1 kg,1/14/2008 0:00,PHI Mini Market - Surabaya 01," 292,160 ", 83 
Makanan & Minuman,susu kotak (800 ml),1/14/2008 0:00,PHI Mini Market - Surabaya 01," 1,717,380 ", 141 
